Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Brand_Hashed,Price_Encrypted,Brand_Encrypted
Asus,3.856829435337814,8,1000,13.974222501391344,2.230168480558656,31773.80361638789,8439525bd59d5c86f2ec2ca1928d2be7b2ec9e8d52e76a70ac3f39ea86bd51e3,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYpDvrEoIyH-VDleg4g6YZMu7tuErStkoUFnMKBBkffZcwalAadqBGq5KuMYRkjXHEnCcTyxV9Siiaw7qemriFqiAFBddJi6aWBNT_Xd2YZLw=,gAAAAABoHHKY7iJD_qXBuM6K7UIXuREhrHawJsmex_BpdbLXzr66QQGY_-2pToicmiDbHHqaNbNB6xGt5l-WQyPFYejoxgKApQ==
Acer,3.124116622480921,4,512,16.598763406449848,2.498157564444609,17299.430104201827,2937d9b85d0d725eec9365694e570939fe11ce836d99b9206f598e391ae769b9,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKY1Qsv2rQIC9s3Fyevo6AaFRkaXzwi6SRmTgDiEO4xib9_y-VjlK7bWSxMzvcJ67yE5fJql9xzx0mJZDvP_BKcKihSsPKzSTlKKA-2AVZKBGM=,gAAAAABoHHKYJ0Qe6xq2uwlYZ5tnsYuHD-q9uv3RlL3F4jvg6yweSjpjPJcfabX8cG28OxAwzevjyKh0xjb4488us5Uu6FFO3Q==
Acer,3.019341987197148,16,512,13.634573391504972,2.183314002858897,17354.575214695695,e0a2d7a3a48613ed915d1d22c3704bb1dc44b1d7aafb28999c16095ceaaf741a,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYIbXGn6S6sxKdTOSz1-H_bHlyIYVyGanj-EavIIWqNjFfTDfYG2e6d7poYY4U7-3a5kCI6mt9OwvIyb2-BZ7fNatNva4wjVAi9vjrMiYmomc=,gAAAAABoHHKYxsRUxBPMlP76fhbBjXuolDLrVp6TTxCRbu-kwSlXx4Ghd3eRkU9BJXea3rVTXW1AqzcZWHOBmhpg0Y9-D7BnLQ==
Lenovo,2.7817212775412714,32,1000,16.88261342162223,3.497908838042976,32706.13245163676,5b11cf934c271e5c5ed4c3287df2659bb604fa17612889def3e800a6c94c8bd2,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKYI3iVz-m1UcVyGaM-qUIdGsp0uPf4wjIA1aVRnxlDef_YooAhofll1croj7isJuMfM4j-jg3WBnsyjFIrt4i_UkU4jgbdYSA_YqqpoYnt-_Q=,gAAAAABoHHKYBwxm_MtgSYOTrwt9FLXdu032tRi60DfE-Y2sqSe41lbVJT5aa2u5jZvRTkScKJfIUFKFO0ENCy50RIrrzFN9yA==
Asus,2.0766745292943964,32,256,14.07370854346091,2.3190118920446814,10558.374400119386,73b8e8885744e2191173cfa620e92c7dd9ba5a4d03717c3c1bda82be1a2f270d,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYauFS2x2LAxCClMj7rH8iJmBtd9JtsHbjjLq4EM_1IsyxBZFxk6lUw_svwZo0JsaVWmxL01aozfW0Jzg8e_NE96cOdALGuVZTH5dZZVlwpqE=,gAAAAABoHHKYGaay3cMpkmDhQH73IPxnB8Ix6muFx4aX7Begk8Vv2M8zL2RFyTog7a5qfLrW6sbywYY_VvrJlWHkOe5YHksINw==
Dell,1.9413200800137709,16,512,11.685714619987875,2.342419907928896,17504.666195097063,1850431389dcbb25151914e862897bb660accc62e1b99e9388bd6823ce17d536,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYwoiICqiduPJF9qX9VFM7ADJ8dXk10AOCAzQufmBuBYBuqF3f8z0SUzSr1Ffm8jFb-bc4Y9X97fDWj43anJ0lvr7wR-0I7MikIZs3ND2vMoc=,gAAAAABoHHKYZHIEzKg7InziFNjbh8NEHRMaRJjnz5OZT7J0jO-XZKMqcLw0pG4JpLgSI2GzJHTBUN4H1PbAktGe5ZVQmVyW1Q==
Acer,2.0512155226754385,32,1000,15.588805834755664,4.823144780115131,32809.51886963163,0af25e97149448026ecdef03f069ce62a4d186f40b38a4253b9ec9c5f8328684,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYdLsBkNF5Bc8ghnBGQPHOcu1yJAYvw4W_dhthasXmGCdon1mk02NqIaGcM0lgfyETmiU-u2dAyQv9mWDViSKVO9x2ugTtwob8e7lFEkki9V4=,gAAAAABoHHKYVwVzmpgstSJsLt6I1RG0n9qlTThoNsXEKbVyR214fOrqAuX0YfcKzszBWnyVDmYkRmYmcTnDfWyqQ_ZXJjFf1w==
Acer,1.9660956553606364,4,1000,15.073386350467043,4.617965216528166,31435.52408550944,c693aba6149e70987b1897ccf943467c7de7f3985739ff8ad719664a1560fbd5,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYdkJzVY_txgtxYiN2Pvr9QpDKImqrc6ShSpQ7jHrClCGQeZu8B6vIYWeozczf6VxXvJDIu8QmjSgsfxc5ZG4GKiMexenZgSSQV3r_Q4O4kr0=,gAAAAABoHHKYA9rrmKWoBtjKYSXlCBq-DEDi3LdC9nXb3YeYQhpQhuAmkBclAcC2_4TowSie08XVu-7CMUiQdtOav44p2xnl1w==
Dell,3.448961183916883,32,1000,15.63792032783352,3.356259790434098,33459.84749304077,ddb9e0f5cdbd4df00d6efa3c111c4c6d1aa0ffc86a178c639a1f46d7290f8f2d,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYh9CQ09sR7zNZTKmALOXEir1O3g2vs8YkO_QJoXHAOndlByazDeF42m0WVeUpGHV-XaSUwcZu3IUebmv0Tg_ZgugezX6YUIPDkl0TKYCUIlU=,gAAAAABoHHKYnmLKwebiKh0OBYUu0-zpIviZXkExxC4T13E3iOKM5HI4wtJv9lBPIrE3Hx7UEpIN56TYM4JbGXOY2d_kFYPDHQ==
Acer,2.375313147916825,8,1000,16.708652172354086,4.957415962550617,31908.592069712,df502698f46240b7786bd440982bcbdf1402eb63fb4154ee13435609e53b5798,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYrfeIhctr9eT85QCjzPy76w5OqD6fEGXuNfjMXzVnvZsY8LhsklTZTJMp2FWpnr5NFRsPWdSgKCOcJtEwnQWD6A==,gAAAAABoHHKYSgk-Ifa7q8WsaLrKF-LsKSEhtsvgAbsSOXnWk-AU5r9VZpK6oho2QijdU9ZPRlWhsP68SbqQkXt6CuM33O-k0w==
Lenovo,1.644606691408491,16,256,15.658935815906109,2.000559584511989,9608.2795423112,83e2cc1f3957e005a39b8c6dba6b4f24ac61f4a490792c9ef36be537756ef3e6,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKYETgURPb7q2uWDyqzFLasvz78ryVuZ3-Gu_qlgVbI7JmZglT4nbxi9qBjten9B9Zz9p8KsZ8Wum7Cjrc_gJBZuQ==,gAAAAABoHHKYUKKhtNougzhqwNQgjKIz-BaZrCkRbHp0mIPBGtFaJk1acCk-eF8lCX8XVtqhWJKS5qxeR5v4S1mcdHQN6IhlEA==
Asus,3.922756575352029,4,1000,14.66801961329988,3.841938368820181,31653.26294701181,eb934dfce5de73aff9520c7759b911efd8c8db08c0cedddbc9580eb028344a2b,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKY-yqLntpJoh3iR9sXeEFHKGikxamCv3MJsv0n7-rb69HPmmnc9koX-k1lpJh7zOdqe8ggXUz6pAwaEFtCgxcXQKHG-S4uge1erd6nbdNotKE=,gAAAAABoHHKYgJxyRF05pM_YtydfdTwZLv6dheGs1bMq7ageJkh_1-gp022LPVfIjbQHBexJl_7-zfd7qKocnMmOu0gzT9MByA==
Dell,3.709464712408564,16,512,16.143853414165044,3.84928453211561,17905.288938740137,526c83e57e4e8bcdc189f6bd3c099351fbc2b9ec1a3b62e72e2db7478d0e9f4a,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYyUxXZGPscqCp1qJL-9iCP0KvzJYuuaAKGR_sr62z0SnVuJeMy-FKK5VN3aINgBOjMEXTLKia-ZxwQb4TD0nWF1aaKph7KuFmi_EutoPsX7E=,gAAAAABoHHKY4GELUicZi6DLrX-qcPgS6ALuIKR-7HShj-6Z9vxMDiXQFe7TK2aQP6qP4Xp_eNR6sLaJKnOHbJI6ppNlOEFX5w==
Asus,3.819380707988032,4,256,15.039478636127187,3.3723291676096645,9576.799205329233,5b040081093dfaff2d06a5b095a91eb48f3da67a1fab57ea7abc393ad82f4d1a,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYu98bf-zPwYQLDwKSKe-rrM5XruVaRxVf_-2aopBc4igYWDPX79IXIxJucdaxXeo033jkpBPSguETVw6PEeu6IFeOP4VP3390Ll390v-5Fak=,gAAAAABoHHKYFx_6KOxmKBTXZBhRCjgg6g39zF3TYC1XUmMxs6qTUx1RBTNjRCssJ6J9NND3w-IezRgmZhXP-MNnA9ygHV-VAA==
Acer,3.987269556616088,8,1000,13.448714340955538,3.1908439188028783,32018.235095486318,eb52f8009a14ed960cf2582e67cf70092a53010ebf4ebc5f67701a51f5a02a66,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYnI34FPrUy7PC_VBWVL6ZbUfOAHWOlzCQ7ppsyd6KjmclDYwUgpIPjX5QHME98bBxTp7-jMjMpVbbPOCseMyVPGbFlqijETJ7XNw3ocsPWSA=,gAAAAABoHHKYLXFVYD8-J46WVPnor4aLdqVdOOhPYT5UzTjvUDcZdyftq_qrsnUi3-eyK7hLDTJr24FpE6kx8x7bVDLV7aWcZA==
Acer,1.9347381230487184,16,256,16.31371858545064,3.366149406441823,9594.15776505564,4a735fc0b631ae47468ae9729d2c0a646f35a4cf3078de75426e58e164371910,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYPEvSCX5II2z9URSYqDlHzG0glmKcEzMfKq5SRlxLG1haRLNhsOT-Bmzx3N4mL5LOSWE0gaVVkUycbD9WAKfwpzch4cI9Ok_rK6A-M3wvj-A=,gAAAAABoHHKYMmfZ8gzv_qWoIFIdjqyNbBv6Sz59dWTFFfdz8mMRTsMbOjKmkPrK1FJqkyF8z1pNrPFZ-lIaOBnN2bVEWdhUzw==
Dell,2.490605047256647,32,512,12.331402764706237,3.2448813082390413,18157.022324409696,74074ebb447e86b527da631e333130881d451da0e0ae10e91e9bc0314ccbc1bf,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYiYeydOI_KXBzXq2OxM7Cfsr9jeWOelmaFqpGPJ4GilLYLCG0xdP9filrHlI7dgm99ykhY3ms2UFwoWWavy26pyhQuLOgQoUTBku7S_cGhmI=,gAAAAABoHHKY03Pi1jaIuucKfSR1AJb36GHb1H3H03Usx6M2GPgKVbKJ3m6_y1bztfq1iZ7oeXplZctiCgKnrMu2sahPr-sH4g==
Lenovo,3.395596189260228,4,1000,15.287847649452344,4.191477432446899,31613.45750359301,63c62e5e9651056eea664bed3e30fe9b20a16e863cbb17e70d60dbc67415af9d,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKYHzTRfiX0jYKFcr0g5TDZANUWXtbqoymsyd_4V7Cu6-Q9gDBzwGYgV0Q1onD_BxibO5RQHBFQLaByK6mEQJSyzPso6XEnwfWZmOg3v4WDp3A=,gAAAAABoHHKYFrkoRdrEYdaERtfcVcgsTzhq6cpbCN0ClrV_lByT4gb9BpeQDyvAblNCaSTjQR30Z7Q1Af9o06OMUKIVztNBAw==
HP,3.2400515451344805,16,512,16.28938072964454,2.406066304919852,17547.663503854328,42e8f2159c14c354239ffd3e13f6924f1c8f3596ea6667bccf616a3aa8ae0c91,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYkz-tuiCLL3ej7i4rkPoVaT2eopa5jLbxUbRN9G0a8FEDHuPDh0TeUbtqJTp3asWU5rUwC9hJ0wHjkKJAZGo4S1N8SpWG8pkQklj4GmjaE2c=,gAAAAABoHHKYKlB9vuq-a1RsMH9atWyYSb2IqaemFxBzS3FKlhhsqL5fC68WPRGMX9YPlHuvUrLaFNPxybUZBZECJEo2kwO3AQ==
Dell,1.8847397658496376,32,1000,15.387899118219778,2.5929176617733907,32638.547131597392,17ceb413d484b255db7ff7c285dd4e49784bb7501b589aa6f5df2d1cfa60fc36,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYrC1rCXgR0UYnkG0OOsU-gyLcoVXZw3nu4Eo9wadaBB4Q2T1kyj7o1UlncQ-pliXC86h2YacwK_OWi-lMeLc2btmb342EqnPjXN5kiEYNI6U=,gAAAAABoHHKYOKqcS_gMwjBgaHr0J7kRUaJE3dyiQ4VafTMcgF6gxJBlVbUbHh4S6kWPLnRILrydzErZU2hmBiB5fmC9x0ETEw==
HP,3.5395828124765445,16,1000,15.183652514323144,2.541554685177271,32339.213793119663,592a5793c5f1ef6df5331199bc369c6a0f907dc21c41bdeff81078cb5b957e85,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKY6mwm3K-Tbgw0bBeZlmByZt1vtf620_CZDthcIDsqGryR_WntRhCc7NBn2RbplCCNmhj9p9Fpw1UczU3JLEkxlk7AFy0jZBGBW6euW4c_dPg=,gAAAAABoHHKYlcC3jpPDTl-DBcg4QWlDDce0Nu9J7p5jiDrrV8Q9S5SypRDIlOrm-mvxiJgg7HnWNMuMWAEqZFz-InVjjq7raw==
HP,2.061101429591652,16,1000,15.515829764431016,2.7874117553637934,31865.399704499443,b0264c6a334f4bc6582ef67d41bfc98f5a0e51a6181e7975ed3fd81107314da0,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYAT2X__gjcjgE5TStV7-CRj9idw3UUf6Hzm6q5JdriMraIvellt5-onIHkMgFPxqFoXN_lOViJRlPxmBOmc00A0zVoWHmLWeS4pZlnrSCL1k=,gAAAAABoHHKYYqjAaJoWiTht1CRBJHVzZMpJ1Z3iGifdCDLFtcaxPTLmJFVAZtpT1bQhYEeuIaOOdc_8wsdFDxZJz4Qf_GDjCA==
Lenovo,2.0595440370565576,16,1000,13.790331489803863,3.57577525634475,31987.43351882683,d77e11375fae2645f4f420c0c0c4f7bf1aeef3c16f0e7806da9e1018fd03498e,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKY_8EL4D3IFC6TWpuMePBfiOEnez2UTPxJXk4LmrQw5uwcI6WYkE9VvZx2nzVzE1q_hsxNOC7KXeMwytWOJoD_GVVeScX3bWmHA8kaTbZNmqA=,gAAAAABoHHKY-O0oNyErv6upRfg2JluM6sk0mGsDctmLKlO5kKoQ-w4Q1Es96CVtBkCKaNr7zftgwh0cGy-kCKNliQAm50rctw==
HP,2.8424360572335337,4,1000,16.245024092942156,2.333626242014656,31150.076784441597,3cea5821a16771322ce200d0cf649ba35fde158fe56849f83218e28c280fb040,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYTT2X6u3cqMOC61kSCiJAtJUHbhihWG1YiHX6DY3a6aADEt9UubjjbeFyHfjpaauTkprapi4WBVZMv0kv3hdXerYrP2dtaN0O1ZnRktqchRY=,gAAAAABoHHKYrs8jUIANWatMONkkLTRp_EqyeKj9mzsT7gc5CShoGgd4g15l5xE3xyh_M4dNu9oVtR6cm7yXEmNzpYnQAmB70Q==
HP,2.982349837104258,32,256,12.220618850816548,4.604507885979512,10454.862431857224,548945ee39f804c440dcd6565679d3938108656cb8757f66102ab38b4cb82f16,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYSxUigVNZzXaLQtZaJK7PbLtgRXiarZ0Uk53NSCV8IZJmkDZdxgSqsUCnv5goumgxaJW750ogNdCA2YaC3JMRBfldkS-g8yECjkdZFp9Fd1s=,gAAAAABoHHKYlY5wgQg91UAIVq8CPE4_2cE9LwLqAqf42oPbf9SQu_Pe66kxa5vD7L1jtPx_fa4HrSGi3IOriKKWkX5wd7F8IA==
Lenovo,2.950215519594528,8,1000,11.764318496002035,2.892084593925417,31916.074468038503,5e7519c4c9a7b8366dabe6c1bb70001e86680a589ad366e53ecab6adc980615f,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKYDCwVvL24jtes4ljmXwcJZL4oJX6DH692YXaYCexdQMfY0YBbAlz-W4vH0AETQuoORgij_-aDh8jE1zNZKXfi4YYVgXVlCiDupKvO7s-ejVc=,gAAAAABoHHKY8DBq2SVYSN89RBIAMJpc9C3lPlaWCkldhaJc4KMWolTp8uhs39jQxD_2qWxtRjgR0C_zTj3_cnteanigydvZnA==
HP,1.7287170934943872,4,1000,12.713052680711067,2.4876139624061238,31095.042487596136,4bb0e09d53d9ed9cdebd96e9fe7fa5441ff1717781e087c1b52dc344999998d4,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYUkNcuCBzWqc-sCE4VPYyPRkFOsOXHYJFPWzF4azfIc9R51IXpYRdffCuqvTY-Qsz8eULebKZiGbMr2RvfgbuCzNLiptJq-m09mPeR3a1QV0=,gAAAAABoHHKYl2KZ0OABfO11ASzubEMLDMj4Mk7f-AW-6o4FQQ8jrTGnZ5STUg3UzTEXiz23DUCEZGwAlbwmiEvDHN7v-eGP5A==
HP,3.693652156575951,4,256,14.18946438064996,4.02686392879473,9480.671471848873,7e12e398f24ae7a0c023749095459605b834399de84e36860c73ec1ca842bbce,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYy4ofJq85LYH2jnzvZHTke9aHaA0XzZwwcltoii0l9n-GLVCTRLzCXxd59nSvcHcWf5UY2DdI6gB8Sdkkmkyuzg7iDDYWvmdwG7Cj3O0S5Rk=,gAAAAABoHHKYJZtQwjKpygGtfXHYe78KIMJDoPmquHbp9zR1AUVR2RxW0nFj18V8L1m1IkKzHh7gMlxXmY6hhLKFSa49ptpFbQ==
HP,2.1640001064717653,4,256,14.063370772456029,2.1142589017979576,8909.468097718878,c9a8a4c284490dd2e193fb0d04ce264915fd51201583bff63014f3b501857f28,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKY0r7egEVHKJ2TvV2EuHz-49YBawYNQfdZjvs6wCe6jiZ4GrUboItReukRQuhPxVvOh7vqUoitK3qGeL08PZkuRFnP5LLkm7-PZo4eNPcF9jU=,gAAAAABoHHKYLiAjBtOR3hdZEH8dyyCs6K9I7YQMI407ujl1fFgGD4dLlPLQEbgEYWFwVH7rDbmtfDOlwkcHHBnwhOBnziLMHA==
Dell,1.8237873032070104,8,256,15.92359254605952,3.859905694622492,9379.787385975013,cb087b053ef55d06a21a994cd12a6cb5d77fc97f75052111c3a903eeacf08851,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYTf51Ts38XP6XCSpFKoLTHvYskxSlkejXNwjk1zbaMkRyTo2IiOWuGQVGL1O52KmgfnVZYv-kWtxlU5aJl8TQdtr-vi4UPEDahCP-Osx57O4=,gAAAAABoHHKYyH7809kA8EjBqjkEXrclHG5-Yz73EPm9Ur9o7O0_A7AjA5qJfdjUp2AvcpRZbRGOZ0htW6hfxV-s3Zp8pP3i-A==
Dell,3.721870199672443,32,256,13.427411938424104,4.094595292029499,10692.554536342968,abae2e77a8809f78b1062f87b384f0c6500072879a03320a7853f0aebb9020ba,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKY4HyVaXjnJiWBgJzfsEBTWYLVt8tFWetn-iLMhSkvUrmvmSpEUu3AgwbaJZuOy_cNh-cocYOW-6oFN0nVZUB3krVp7am8dvqOE2k8jrAna1Q=,gAAAAABoHHKYU1maeYCQJxiETM-UXOghPvNaTzs6WQaiY-W0BzQbXo_CDPUqR0aSRlOE_7odt63t03ytbD6bTiZvn2-W1ktSxA==
Dell,3.889128745574384,32,256,13.906066557749051,2.644749594160157,10742.170263455198,4407a7b09c51e765e0da344dd90b409de357c64b97f3ba56649deb63420e9437,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYdBio_Itch3j5-TV85PlM3Ex0kmfnXc2hj8-VPkLG3Rrp8qjObXe4S58VJz6CcoJhVG1QhGGmHGTofLwVtFynEBp3hkw6hKXsmFsjO0GtO-Q=,gAAAAABoHHKYdkerui-xtKoayanAerdOnp_6KSPZf0DLlKSY9wM5DBgEUtmDY-X-xmwW2CEbftDpPZwqNoZqaji7G5JJekF0qA==
Lenovo,3.6553190431636255,32,256,11.080206099556374,2.1258922203309027,10722.279304129946,47e63840e41f05404ac35a270a2343ad01d1ed923f3743433f4c7fc494c72ead,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKY_9uOc_qmOHFNk5MkCJ3cy-5JxxxFLUkbd50INF7Rvp9pdDNgvSUurcTXzhdr0RkjWwz8ka7g3vkueG3rWdZKgkDPiHouKe_Q21tHigSyLNw=,gAAAAABoHHKYS5JvEAeMCiJqHjC0bXSoFxWP8irQ0xsdGVaXZkOw5PmKNlWuz_waNe3sN5PM9Gl9L-5BzRUT-WHY0jGg2t-nvw==
Acer,3.523790186812195,16,1000,13.458435418657634,3.0909360767583487,31974.33199154367,42838ca004612855377ca22cdb294794e3eb1d3c856339b39c7175884b784a65,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKY3XiJPwtbFGclYaEeuCAE-9r5ioEh_sReAcMkdlxeoWtrFFOkmDX1K0n01WpCFfQNJXVCZvPyCipn6ejwaETJJlIkXbARULgXzj4FT98zggM=,gAAAAABoHHKYyuCJO4C_D4K_FiSndi3tr5Aj2CyqmI1s5Y35qo0tJ0_04eC7GZdxe64gCu1wky9X-Ar84rIt7S7dE4DZhuQR4g==
HP,3.1381049515975543,16,1000,14.886645397702052,2.295782690725809,32396.814235117585,c8f09fe92cc8affad1298f9fd5c79da451ad935d2394e4b264a9d2d609770ddb,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKY63SvP-NL73KylPuI7-4yMs7yzeRNx3uzJXnucMFiI4GqKw_r_EbOFsgznqIyuXYoMVBOvO_sFEGcoJu8s3C3V3xerDj9VFyolaUltBO57Nw=,gAAAAABoHHKYCk3UHq7HxM6D-MYR9QnYUlODeHMq6LtM0FjbdTtIvHANCTn04HEVCg-8oVvFHisk2t5Qfyq1abWxFC7P-qBboA==
HP,2.8771434265228484,16,512,11.093049983759553,2.349433549020011,17694.48203779271,c6b9ef781a5dd54a5f21b536028ee40b6f41efb4ae23bb253e559d9d6981afbb,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYWI3re42DVB5Z_ACohgAB3m9eWDW3-sIjCNHKPZGFN01KhdYKTYAttM8RmADrXmzxeRNKsKjzlBfe03rIsjaAOd1Tu97c-Cv9CNRsZeWiS-Y=,gAAAAABoHHKY8KJHBgeEYtscwxhcdgQnUD8ENiXN5xo1_yAdPraKX_eqv9VW0H_il6G4_rA1sqnyNh9sf0o1lNjYFvYbA-YjUA==
Lenovo,1.7174668997785254,8,1000,12.685291791117464,2.7627836943345936,31397.565079435717,0233bd1348d402b49a7bcb607ca78dda852d9c8ec2c210ac95493aa9452a6acc,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKYbM4aimw5qAXzlYJUMF5oCLCG6-PagzTp33ZMXjHtdtppOcxiKWq95jDjb6wgq1gGnsWGELYgNCz-cuOEBF19mvnQVO69GQeu0lFe4ACUC0U=,gAAAAABoHHKYsk4FPKmoTuy8tyqIZKUJDMJfNFIGN7Uxhog4v9nRhqBk_dYbaHSO70H94YjXkXGC8u0aLm1AxmuSOdU-IFoIWQ==
HP,2.5211330326767465,16,1000,12.24773815573634,2.8864037738802777,32125.15816609158,5ce5b263aaa196cd1057d165a803a9122d9daf11a03e5b916606f8878eb72577,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYAR5j7IOjIfVP7bjXf9eI31tFLr3lvXMaFN1liyHXiGznIUXF3znthtyFhO2QEYIHXET1Mr-xpTVmwKXL7_HC5cA6F_h8D1l2iLiZ7uDd0QI=,gAAAAABoHHKYyik2rrRhClZDxNTdUfL1Ldf9C2ywmy4dN9tiqAnUGvkso_wzYhTAUCAIw3f_o39sse7QOZSJQk7DsIfYsrz9Ew==
Dell,2.431721292530785,8,256,11.25191257345753,3.589911023064262,9411.265535787075,1ca5f6343edba60e99fe251cc7406ee50f5b8d1546a1dec0f22b01829a35f2ef,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYeV3joPeXVAuCItSp0O5obHa3QQqJLClYF5u2dX48bIbGOXGuW_dCnju3AQLqIvtXVJ8GvoZ5go-yEe5BSZ9HpDhP4jH4MHYRXQnX6s6JMyk=,gAAAAABoHHKYHEmIAcQp1Nfc9DPsxlwi7ZoUo5DXR0c-YPKaIZSVx42lpBelLazOzFv1uX63nnapgVpVBOqqujwNOZ4XanFVPA==
Acer,2.149384459400816,32,256,13.875560539487225,4.03517565650904,10428.784835638491,70849ddda75b95f1162aa06d966196678ec1b1f9253021d7ee04f9bf3641c5f3,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKY-Wo_LYnL8M4CtlxBBuPFqwWokZ-usO5B71AKOBNOGw5IGqQGTlLIeFw0hx2zCw2RytCVUkJZet426STvFZJDgnvUW-wIVx5qKCAiXKeZdOw=,gAAAAABoHHKYUSYOD0HeJbrM5bB00T04SziwgUABYBc1tttqpknJJsdmaaWEtj3OmMuG5XTZEyP-CPiznwDNXTXEFTye2ldsCA==
Asus,3.3085502842214622,16,1000,12.09033975936894,3.7783128226105545,31944.08429326199,6c367e5cae5af58013d30f3814f047e5b51f0ecf41b231615971a69c9b9e1163,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKY0Lwxi31T-IUKNVviT-aBF6tLIwyTp3CTH-zUXyaV9WhrCGVlwo2NbxKyTLm1JTe9jDPn5Sp9kaq4Zzi8hJy6knEe98bUP4KSbeUX_hnrPZo=,gAAAAABoHHKYbnXtGMsG72v02YEKnFAFa1KtySBQ-jaejAAguftrJswYp1Gi5BXbeSgg0TDZCfVGF9N_pXePFNBq3kAgoKKD4A==
